Leasing,Spalanie W Cyklu Mieszanym,Generacja,Skrzynia biegów,Rok produkcji,Kierownica po prawej (Anglik),Pojemność skokowa,Pojemność baterii,Liczba pozostałych rat,Kraj pochodzenia,Opłata początkowa,Oferta od,Rodzaj paliwa,Wartość wykupu,Zarejestrowany jako zabytek,Rodzaj koloru,Moc,Rodzaj własności baterii,Gwarancja dealerska (w cenie),Napęd,Tuning,Kolor,Bezwypadkowy,Przebieg,Możliwość finansowania,Ma numer rejestracyjny,Data pierwszej rejestracji w historii pojazdu,Homologacja ciężarowa,Spalanie Poza Miastem,Model pojazdu,Liczba drzwi,VAT marża,Faktura VAT,Numer rejestracyjny pojazdu,Emisja CO2,Autonomia,Stan,Cena,lub do (przebieg km),Wersja,Miesięczna rata,Zarejestrowany w Polsce,Okres gwarancji producenta,Pokaż oferty z numerem VIN,Pierwszy właściciel (od nowości),Serwisowany w ASO,Liczba miejsc,Marka pojazdu,Spalanie W Mieście,Uszkodzony,Średnie zużycie,Typ nadwozia
,,II (2007-2021),Manualna,2011,,1 598 cm3,,,,,Prywatne,Benzyna,,,,106 KM,,,,,Czarny,,115 199 km,,Tak,29 lipiec 2011,,,Kangoo,5,,,HSK-LL637,,,Używane,23 800,,,,,,Tak,,,5,Renault,,,,Minivan
Tak,,,Automatyczna,2024,,1 984 cm3,,,,,Firma,Benzyna,,,Metalik,190 KM,,,4x4 (stały),,Szary,Tak,5 km,Tak,,,,,Formentor,5,,,,,,Nowe,191 700,,2.0 TSI 4Drive DSG,,,,,,,5,Cupra,,,,SUV
Tak,,,Automatyczna,2024,,1 984 cm3,,,,,Firma,Benzyna,,,Metalik,190 KM,,,4x4 (stały),,Biały,Tak,5 km,Tak,,,,,Formentor,5,,,,,,Nowe,196 000,,2.0 TSI 4Drive DSG,,,,,,,5,Cupra,,,,SUV
,,,Manualna,2018,,999 cm3,,,Polska,,Firma,Benzyna,,,Metalik,115 KM,,,Na przednie koła,,Niebieski,Tak,117 500 km,Tak,Tak,12 grudzień 2018,,,T-Roc,5,Tak,,PO1JG07,,,Używane,69 900,,1.0 TSI Advance,,Tak,,Tak,,Tak,5,Volkswagen,,,,SUV
,,C8 (2018-),Automatyczna,2018,,2 967 cm3,,,,,Firma,Diesel,,,Perłowy,286 KM,,,4x4 (stały),,Biały,,122 000 km,,,12 wrzesień 2018,,4.0 l/100km,A6,5,,,,155 g/km,,Używane,210 000,,50 TDI mHEV Quattro Sport Tiptronic,,,,Tak,,,5,Audi,7 l/100km,,,Kombi
,,F25 (2010-),Automatyczna,2015,,2 979 cm3,,,,,Firma,Benzyna,,,Metalik,306 KM,,,4x4 (dołączany automatycznie),,Złoty,,108 000 km,,,,,6.0 l/100km,X3,5,,,,193 g/km,,Używane,45 000,,xDrive35i,,,,Tak,,,5,BMW,10 l/100km,Tak,,SUV
,,III (2019 - ),Automatyczna,2020,,1 996 cm3,,,Niemcy,,Firma,Diesel,,,Metalik,190 KM,,,4x4 (dołączany automatycznie),,Szary,,29 000 km,,,,,,Kuga,5,,,,,,Używane,118 900,,2.0 EcoBlue AWD Titanium X,,,,Tak,Tak,Tak,5,Ford,,,,SUV
,,VI (2006-),Manualna,2010,,2 198 cm3,,,Szwajcaria,,Prywatne,Diesel,,,,85 KM,,,Na przednie koła,,Biały,,134 000 km,,Tak,30 kwiecień 2010,,,Transit,5,,,brak,,,Używane,22 140,,,,,,Tak,,Tak,2,Ford,,,,Kombi
,,W223 (2020-),Automatyczna,2023,,5 980 cm3,,,,,Firma,Benzyna,,,Metalik,612 KM,,,4x4 (stały),,Czarny,Tak,27 km,,,,,,Klasa S,4,,,,,,Nowe,1 448 000,,,,,,Tak,,Tak,5,Mercedes-Benz,,,,Sedan
,,V (2018-),Automatyczna,2021,,2 500 cm3,,,Polska,,Prywatne,Hybryda,,,Metalik,222 KM,,,4x4 (dołączany automatycznie),,Szary,Tak,38 000 km,,Tak,,,,RAV4,5,,,,,,Używane,162 000,,,,Tak,28 Czerwca 2024,Tak,Tak,Tak,5,Toyota,,,,SUV
Tak,4 l/100km,B9 (2015-),Automatyczna,2017,,1 968 cm3,,,,,Firma,Diesel,,,Metalik,150 KM,,,Na przednie koła,,Biały,Tak,189 000 km,Tak,Tak,18 kwiecień 2017,,3 l/100km,A4,5,,Tak,POZDRAWIAMY,107 g/km,,Używane,82 900,,2.0 TDI Sport S tronic,,Tak,,Tak,Tak,Tak,5,Audi,4 l/100km,,,Sedan
,,W223 (2020-),Automatyczna,2023,,3 982 cm3,,,,,Firma,Benzyna,,,Perłowy,503 KM,,,4x4 (stały),,Biały,Tak,11 km,,,,,,Klasa S,4,,,,,,Nowe,974 900,,,,,,Tak,,Tak,5,Mercedes-Benz,,,,Sedan
,,II FL (2003-),Manualna,2015,,875 cm3,,,Niemcy,,Prywatne,Benzyna,,,,105 KM,,,Na przednie koła,,Czarny,Tak,122 107 km,,Tak,02 kwiecień 2015,,,Punto,5,,,BRAK,,,Używane,22 900,,0.9 Twinair Twinair S&S,,,,Tak,Tak,Tak,5,Fiat,5 l/100km,,,Kompakt
Tak,,III (2015-2023),Automatyczna,2024,,1 968 cm3,,,Polska,,Firma,Diesel,,,Metalik,150 KM,,,Na przednie koła,,Biały,Tak,4 km,Tak,,,,,Superb,5,,Tak,,,,Nowe,199 540,,,,,,,,,5,Skoda,,,,Kombi
,,III (2013-),Manualna,2016,,1 598 cm3,,,Polska,,Prywatne,Diesel,,,,90 KM,,,Na przednie koła,,Biały,Tak,272 480 km,,Tak,05 lipiec 2016,,,Octavia,5,,,EL,,,Używane,33 999,,1.6 TDI Ambition,,Tak,,Tak,Tak,Tak,5,Skoda,4 l/100km,,,Kombi
,,Mk4 (2007-2014),Manualna,2012,,1 997 cm3,,,Dania,,Prywatne,Diesel,,,Metalik,140 KM,,,Na przednie koła,,Czarny,Tak,266 000 km,,Tak,31 październik 2012,,4.0 l/100km,Mondeo,5,,,PKS55080,139 g/km,,Używane,29 000,,2.0 TDCi Ghia,,Tak,,Tak,,Tak,5,Ford,6 l/100km,,,Sedan
Tak,4 l/100km,B9 (2015-),Automatyczna,2016,,1 968 cm3,,,,,Firma,Diesel,,,Metalik,190 KM,,,4x4 (stały),,Inny kolor,Tak,211 000 km,Tak,Tak,31 marzec 2016,,3 l/100km,A4,5,,Tak,POZDRAWIAMY,107 g/km,,Używane,79 900,,2.0 TDI Quattro Sport S tronic,,Tak,,Tak,Tak,Tak,5,Audi,5 l/100km,,,Kombi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B8 (2007-2015),Automatyczna,2015,,1 968 cm3,,,,,Prywatne,Diesel,,,,143 KM,,,,,Srebrny,,115 400 km,,,,,,A4,5,,,,,,Używane,44 500,,,,,,Tak,,,,Audi,,,,Kombi
Tak,,B9 (2023-),Automatyczna,2024,,1 968 cm3,,,Polska,,Firma,Diesel,,,Metalik,150 KM,,,Na przednie koła,,Czarny,Tak,10 km,Tak,,,,,Passat,5,,Tak,,,,Nowe,230 530,,2.0 TDI SCR Elegance DSG,,,,,,,5,Volkswagen,,,,Kombi
Tak,,,Automatyczna,2019,,1 498 cm3,,,Polska,,Firma,Benzyna,,,Metalik,150 KM,,12 miesięcy,Na przednie koła,,Szary,Tak,58 975 km,Tak,Tak,22 listopad 2019,,,T-Roc,5,,Tak,DSW87592,,,Używane,94 900,,1.5 TSI ACT Advance DSG,,Tak,,Tak,Tak,Tak,5,Volkswagen,6 l/100km,,,SUV
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,I (2002-2013),Manualna,2011,,1 753 cm3,,,Polska,,Prywatne,Diesel,,,Metalik,110 KM,,,Na przednie koła,,Srebrny,Tak,277 600 km,,Tak,,,,Transit Connect,5,,,,,,Używane,19 500,,,,Tak,,Tak,,,5,Ford,,,,Kombi
,,,Automatyczna,2023,,1 332 cm3,,,,,Firma,Benzyna,,,,136 KM,,,Na przednie koła,,Biały,Tak,1 km,Tak,,,,,CLA,5,,,,,,Nowe,194 000,,,,,,Tak,,Tak,5,Mercedes-Benz,,,,Coupe
Tak,,,Automatyczna,2017,,1 969 cm3,,,,,Firma,Diesel,,,Metalik,235 KM,,,4x4 (stały),,Szary,Tak,184 000 km,Tak,Tak,24 maj 2017,,,V90,5,Tak,,POZDRAWIAMY,149 g/km,,Używane,124 900,,D5 AWD R-Design,,Tak,,Tak,Tak,Tak,5,Volvo,6 l/100km,,,Kombi
,,I (2012-2019),Automatyczna,2018,,1 199 cm3,,,,,Prywatne,Benzyna,,,Perłowy,110 KM,,,Na przednie koła,,Biały,,67 150 km,,Tak,27 marzec 2018,,,208,5,,,KR 1CT57,,,Używane,44 900,,1.2 PureTech GPF Allure S&S EAT6,,,,Tak,,,5,Peugeot,,,,Auta małe
,,8T (2007-2016),Automatyczna,2012,,2 967 cm3,,,,,Prywatne,Diesel,,,,245 KM,,,,,Czarny,,160 000 km,,,,,,A5,5,,,,,,Używane,49 500,,3.0 TDI Sportback quattro DPF S tronic,,,,Tak,,,,Audi,"6,80 l/100km",Tak,,Sedan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,I (2002-2010),Manualna,2003,,1 686 cm3,,,,,Prywatne,Diesel,,,Metalik,75 KM,,,,,Inny kolor,,230 000 km,,Tak,,,,Meriva,5,,,,,,Używane,3 500,,,,,,Tak,,,5,Opel,,,,Minivan
,,W206 (2021-),Automatyczna,2022,,1 496 cm3,,,,,Firma,Benzyna,,,,170 KM,,,Na tylne koła,,Biały,Tak,8 km,,,,,,Klasa C,5,,,,,,Nowe,191 000,,,,,,Tak,,Tak,5,Mercedes-Benz,,,,Kombi
,,III (2008-2016),Manualna,2015,,1 998 cm3,,,,,Prywatne,Benzyna,,,Perłowy,265 KM,,,Na przednie koła,,Biały,,25 000 km,,Tak,11 luty 2015,,6.0 l/100km,Megane,3,,,DN246ZB,174 g/km,,Używane,55 900,,R.S,,,,Tak,,,5,Renault,9 l/100km,Tak,,Coupe
,,,Manualna,2013,,1 590 cm3,,,Niemcy,,Prywatne,Benzyna,,,Metalik,117 KM,,,Na przednie koła,,Inny kolor,Tak,135 000 km,,Tak,,,4.0 l/100km,ASX,5,,,,,,Używane,48 800,,1.6 Intense AS&G,,Tak,,Tak,,Tak,5,Mitsubishi,7 l/100km,,,SUV
,,W213 (2016-2023),Automatyczna,2018,,3 982 cm3,,,Polska,,Prywatne,Benzyna,,,Matowy,612 KM,,,4x4 (stały),,Inny kolor,Tak,59 000 km,,,,,,Klasa E,5,,Tak,,,,Używane,455 000,,AMG 63 S 4Matic+ T 9G-TRONIC Edition 1,,Tak,,Tak,,Tak,5,Mercedes-Benz,"11,70 l/100km",,,Sedan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,II (2012-),Manualna,2013,,1 396 cm3,,,,,Prywatne,Diesel,,,,90 KM,,,,,Czerwony,,167 512 km,,,,,,I30,5,,,,,,Używane,29 800,,,,,,Tak,,,5,Hyundai,,,,Kompakt
Tak,,IV (2015-2022),Automatyczna,2020,,3 456 cm3,,,Polska,,Firma,Hybryda,,,Metalik,313 KM,,,4x4 (dołączany automatycznie),,Srebrny,Tak,58 500 km,,Tak,08 styczeń 2021,,,RX,5,,Tak,WF3583V,,,Używane,235 900,,,,Tak,,Tak,Tak,Tak,5,Lexus,,,,SUV
,,II (2013-2021),Manualna,2017,,1 197 cm3,,,Polska,,Firma,Benzyna,,,Metalik,115 KM,,12 miesięcy,Na przednie koła,,Inny kolor,Tak,115 140 km,,Tak,24 marzec 2017,,5.0 l/100km,Qashqai,5,,,ERA01924,129 g/km,,Używane,58 900,,1.2 DIG-T Acenta,,Tak,,Tak,,,5,Nissan,6 l/100km,,,SUV
Tak,,A (2008-2017),Manualna,2014,,1 956 cm3,,,Niemcy,,Firma,Diesel,,,Metalik,140 KM,,,Na przednie koła,,Biały,Tak,284 000 km,Tak,Tak,03 lipiec 2014,,,Insignia,5,,Tak,POZDRAWIAM,165 g/km,,Używane,29 900,,2.0 CDTI EcoFLEX S&S,,Tak,,Tak,Tak,Tak,5,Opel,"7,20 l/100km",,,Kombi
,,,Automatyczna,2023,,,,,,,Firma,Elektryczny,,,,228 KM,,,4x4 (stały),,Biały,Tak,1 km,,,,,,EQA,5,,,,,,Nowe,245 000,,,,,,Tak,,Tak,5,Mercedes-Benz,,,,SUV
,,II (2012-),Automatyczna,2015,,1 798 cm3,,,,,Prywatne,Hybryda,,,,99 KM,,,Na przednie koła,,Biały,Tak,217 000 km,,Tak,23 kwiecień 2015,,3.4 l/100km,Auris,5,,,NE5125K,79 g/km,,Używane,52 900,,1.8 VVT-i Hybrid Automatik Executive,,Tak,,Tak,Tak,Tak,5,Toyota,"3,40 l/100km",,,Kombi
Tak,,,Automatyczna,2023,,1 498 cm3,,,Polska,,Firma,Benzyna,,,Perłowy,150 KM,,,Na przednie koła,,Szary,,8 000 km,Tak,,,,,Q2,5,,Tak,,,,Używane,149 000,,,,,,Tak,Tak,Tak,5,Audi,,,,SUV
Tak,,,Automatyczna,2020,,1 968 cm3,,,Niemcy,,Firma,Diesel,,,Metalik,240 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,173 000 km,Tak,Tak,20 listopad 2020,,,Kodiaq,5,,Tak,POZDRAWIAM,157 g/km,,Używane,129 900,,2.0 Bi-TDI 4x4 RS DSG,,Tak,,Tak,Tak,Tak,5,Skoda,9 l/100km,,,SUV
,,III (2014-2021),Manualna,2015,,1 422 cm3,,,,,Prywatne,Diesel,,,Metalik,90 KM,,,Na przednie koła,,Czarny,,172 036 km,,Tak,12 październik 2015,,3.4 l/100km,Fabia,5,,,XXXXXX,89 g/km,,Używane,27 900,,Combi 1.4 TDI Edition,,,,Tak,,,5,Skoda,4 l/100km,,,Auta miejskie
,,IV (2012-2018),Manualna,2015,,1 461 cm3,,,Francja,,Prywatne,Diesel,,,Metalik,90 KM,,,Na przednie koła,,Szary,,151 475 km,,Tak,,,3.1 l/100km,Clio,5,,,,85 g/km,,Używane,30 700,,ENERGY dCi 90 Start & Stop Intens,,Tak,,Tak,,Tak,5,Renault,"3,50 l/100km",,,Kompakt
,,8Y (2020 - ),Automatyczna,2022,,1 984 cm3,,,,,Prywatne,Benzyna,,,Metalik,190 KM,,,4x4 (stały),,Szary,Tak,2 900 km,,Tak,,,5.0 l/100km,A3,4,,,,147 g/km,,Używane,154 500,,40 TFSI Quattro S Line S tronic,,Tak,,Tak,Tak,Tak,5,Audi,8 l/100km,,,Sedan
,,G20/G21 (2019-),Automatyczna,2023,,2 998 cm3,,,,,Firma,Benzyna,,,,374 KM,,,Na tylne koła,,Niebieski,Tak,5 000 km,,,,,,Seria 3,5,,,,,,Nowe,335 000,,M340i xDrive mHEV sport,,,,,,,,BMW,,,,Sedan
,,II (2016-2024),Manualna,2019,,1 968 cm3,,,,,Prywatne,Diesel,,,Metalik,150 KM,,,Na przednie koła,,Szary,,48 000 km,,Tak,02 sierpień 2019,,4.3 l/100km,Tiguan,5,,,brak,125 g/km,,Używane,81 900,,2.0 TDI SCR IQ.DRIVE,,,,Tak,,,5,Volkswagen,"5,60 l/100km",Tak,,SUV
Tak,4 l/100km,FY (2017-),Automatyczna,2019,,1 984 cm3,,,Polska,,Firma,Benzyna,,,Metalik,245 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,169 000 km,Tak,Tak,20 sierpień 2019,,6.0 l/100km,Q5,5,,Tak,POZDRAWIAMY,164 g/km,,Używane,114 900,,45 TFSI mHEV Quattro Sport S tronic,,Tak,,Tak,Tak,Tak,5,Audi,9 l/100km,,,SUV
,,I (2007-2013),Manualna,2010,,1 598 cm3,,,Niemcy,,Prywatne,Benzyna,,,,115 KM,,,,,Błękitny,Tak,165 000 km,,Tak,,,,Qashqai,5,,,,,,Używane,36 900,,,,,,Tak,,Tak,,Nissan,,,,SUV
,,C7 (2011-2018),Manualna,2012,,1 968 cm3,,,Niemcy,,Prywatne,Diesel,,,,177 KM,,,Na przednie koła,,Czarny,Tak,261 000 km,,Tak,,,,A6,5,,,,,,Używane,51 500,,Avant 2.0 TDI DPF,,Tak,,Tak,,,,Audi,"6,10 l/100km",,,Kombi
,,Mk4 (2007-2014),Manualna,2007,,1 596 cm3,,,,,Prywatne,Benzyna+LPG,,,Metalik,125 KM,,,Na przednie koła,,Czarny,,309 000 km,,Tak,06 grudzień 2007,,,Mondeo,5,,,xxxxx,,,Używane,13 500,,,,Tak,,Tak,,,5,Ford,,,,Kombi
,,,Manualna,2011,,1 685 cm3,,,,,Prywatne,Diesel,,,,115 KM,,,Na przednie koła,,Biały,,230 200 km,,Tak,,,4.0 l/100km,ix35,5,,,,139 g/km,,Używane,34 000,,1.7 CRDi Comfort 2WD,,Tak,,Tak,,,5,Hyundai,6 l/100km,,,SUV
,,II (2012-),Automatyczna,2016,,1 798 cm3,,,,,Prywatne,Benzyna,,,Perłowy,99 KM,,,Na przednie koła,,Biały,Tak,75 000 km,,Tak,25 lipiec 2016,,,Auris,5,,,GS86478,90 g/km,,Używane,68 900,,Hybrid 135 Prestige,,Tak,,Tak,Tak,Tak,5,Toyota,,,,Kompakt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,II (2013-2021),Manualna,2017,,1 197 cm3,,,Polska,,Firma,Benzyna,,,Metalik,115 KM,,12 miesięcy,Na przednie koła,,Inny kolor,Tak,115 140 km,,Tak,24 marzec 2017,,5.0 l/100km,Qashqai,5,,,ERA01924,129 g/km,,Używane,58 900,,1.2 DIG-T Acenta,,Tak,,Tak,,,5,Nissan,6 l/100km,,,SUV
Tak,,A (2008-2017),Manualna,2014,,1 956 cm3,,,Niemcy,,Firma,Diesel,,,Metalik,140 KM,,,Na przednie koła,,Biały,Tak,284 000 km,Tak,Tak,03 lipiec 2014,,,Insignia,5,,Tak,POZDRAWIAM,165 g/km,,Używane,29 900,,2.0 CDTI EcoFLEX S&S,,Tak,,Tak,Tak,Tak,5,Opel,"7,20 l/100km",,,Kombi
,,,Automatyczna,2023,,,,,,,Firma,Elektryczny,,,,228 KM,,,4x4 (stały),,Biały,Tak,1 km,,,,,,EQA,5,,,,,,Nowe,245 000,,,,,,Tak,,Tak,5,Mercedes-Benz,,,,SUV
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,II (2012-),Automatyczna,2015,,1 798 cm3,,,,,Prywatne,Hybryda,,,,99 KM,,,Na przednie koła,,Biały,Tak,217 000 km,,Tak,23 kwiecień 2015,,3.4 l/100km,Auris,5,,,NE5125K,79 g/km,,Używane,52 900,,1.8 VVT-i Hybrid Automatik Executive,,Tak,,Tak,Tak,Tak,5,Toyota,"3,40 l/100km",,,Kombi
Tak,,,Automatyczna,2023,,1 498 cm3,,,Polska,,Firma,Benzyna,,,Perłowy,150 KM,,,Na przednie koła,,Szary,,8 000 km,Tak,,,,,Q2,5,,Tak,,,,Używane,149 000,,,,,,Tak,Tak,Tak,5,Audi,,,,SUV
Tak,,,Automatyczna,2020,,1 968 cm3,,,Niemcy,,Firma,Diesel,,,Metalik,240 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,173 000 km,Tak,Tak,20 listopad 2020,,,Kodiaq,5,,Tak,POZDRAWIAM,157 g/km,,Używane,129 900,,2.0 Bi-TDI 4x4 RS DSG,,Tak,,Tak,Tak,Tak,5,Skoda,9 l/100km,,,SUV
,,III (2014-2021),Manualna,2015,,1 422 cm3,,,,,Prywatne,Diesel,,,Metalik,90 KM,,,Na przednie koła,,Czarny,,172 036 km,,Tak,12 październik 2015,,3.4 l/100km,Fabia,5,,,XXXXXX,89 g/km,,Używane,27 900,,Combi 1.4 TDI Edition,,,,Tak,,,5,Skoda,4 l/100km,,,Auta miejskie
,,IV (2012-2018),Manualna,2015,,1 461 cm3,,,Francja,,Prywatne,Diesel,,,Metalik,90 KM,,,Na przednie koła,,Szary,,151 475 km,,Tak,,,3.1 l/100km,Clio,5,,,,85 g/km,,Używane,30 700,,ENERGY dCi 90 Start & Stop Intens,,Tak,,Tak,,Tak,5,Renault,"3,50 l/100km",,,Kompakt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8Y (2020 - ),Automatyczna,2022,,1 984 cm3,,,,,Prywatne,Benzyna,,,Metalik,190 KM,,,4x4 (stały),,Szary,Tak,2 900 km,,Tak,,,5.0 l/100km,A3,4,,,,147 g/km,,Używane,154 500,,40 TFSI Quattro S Line S tronic,,Tak,,Tak,Tak,Tak,5,Audi,8 l/100km,,,Sedan
,,G20/G21 (2019-),Automatyczna,2023,,2 998 cm3,,,,,Firma,Benzyna,,,,374 KM,,,Na tylne koła,,Niebieski,Tak,5 000 km,,,,,,Seria 3,5,,,,,,Nowe,335 000,,M340i xDrive mHEV sport,,,,,,,,BMW,,,,Sedan
,,II (2016-2024),Manualna,2019,,1 968 cm3,,,,,Prywatne,Diesel,,,Metalik,150 KM,,,Na przednie koła,,Szary,,48 000 km,,Tak,02 sierpień 2019,,4.3 l/100km,Tiguan,5,,,brak,125 g/km,,Używane,81 900,,2.0 TDI SCR IQ.DRIVE,,,,Tak,,,5,Volkswagen,"5,60 l/100km",Tak,,SUV
Tak,4 l/100km,FY (2017-),Automatyczna,2019,,1 984 cm3,,,Polska,,Firma,Benzyna,,,Metalik,245 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,169 000 km,Tak,Tak,20 sierpień 2019,,6.0 l/100km,Q5,5,,Tak,POZDRAWIAMY,164 g/km,,Używane,114 900,,45 TFSI mHEV Quattro Sport S tronic,,Tak,,Tak,Tak,Tak,5,Audi,9 l/100km,,,SUV
,,I (2007-2013),Manualna,2010,,1 598 cm3,,,Niemcy,,Prywatne,Benzyna,,,,115 KM,,,,,Błękitny,Tak,165 000 km,,Tak,,,,Qashqai,5,,,,,,Używane,36 900,,,,,,Tak,,Tak,,Nissan,,,,SUV
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C7 (2011-2018),Manualna,2012,,1 968 cm3,,,Niemcy,,Prywatne,Diesel,,,,177 KM,,,Na przednie koła,,Czarny,Tak,261 000 km,,Tak,,,,A6,5,,,,,,Używane,51 500,,Avant 2.0 TDI DPF,,Tak,,Tak,,,,Audi,"6,10 l/100km",,,Kombi
,,Mk4 (2007-2014),Manualna,2007,,1 596 cm3,,,,,Prywatne,Benzyna+LPG,,,Metalik,125 KM,,,Na przednie koła,,Czarny,,309 000 km,,Tak,06 grudzień 2007,,,Mondeo,5,,,xxxxx,,,Używane,13 500,,,,Tak,,Tak,,,5,Ford,,,,Kombi
,,,Manualna,2011,,1 685 cm3,,,,,Prywatne,Diesel,,,,115 KM,,,Na przednie koła,,Biały,,230 200 km,,Tak,,,4.0 l/100km,ix35,5,,,,139 g/km,,Używane,34 000,,1.7 CRDi Comfort 2WD,,Tak,,Tak,,,5,Hyundai,6 l/100km,,,SUV
,,II (2012-),Automatyczna,2016,,1 798 cm3,,,,,Prywatne,Benzyna,,,Perłowy,99 KM,,,Na przednie koła,,Biały,Tak,75 000 km,,Tak,25 lipiec 2016,,,Auris,5,,,GS86478,90 g/km,,Używane,68 900,,Hybrid 135 Prestige,,Tak,,Tak,Tak,Tak,5,Toyota,,,,Kompakt
,,III (2008-),Manualna,2012,,1 997 cm3,,,,,Prywatne,Diesel,,,Metalik,140 KM,,,Na przednie koła,,Beżowy,Tak,142 000 km,,Tak,,,4.0 l/100km,C5,4,,,,155 g/km,,Używane,31 500,,2.0 HDi Confort,,Tak,,Tak,Tak,Tak,5,Citroën,7 l/100km,,,Sedan
,,III (2012-),Automatyczna,2015,,1 968 cm3,,,Niemcy,,Firma,Diesel,,,Metalik,184 KM,,,4x4 (dołączany automatycznie),,Czarny,Tak,232 000 km,Tak,Tak,15 grudzień 2015,,,Leon,5,Tak,,POZDRAWIAMY,165 g/km,,Używane,55 900,,ST 2.0 TDI Start&Stop 4Drive DSG X-Perience,,Tak,,Tak,Tak,Tak,5,Seat,"7,20 l/100km",,,Kombi
,,,Automatyczna,2022,,1 997 cm3,,,,,Firma,Diesel,,,Metalik,204 KM,,,4x4 (stały),,Szary,,100 km,Tak,,27 luty 2022,,4.0 l/100km,Range Rover Velar,5,,Tak,,139 g/km,,Używane,299 000,,2.0 D200 mHEV R-Dynamic SE,,,,Tak,,,5,Land Rover,5 l/100km,,,SUV
,,III (2015-2020),Manualna,2018,,1 591 cm3,,,Polska,,Firma,Benzyna,,,Metalik,132 KM,,,Na przednie koła,,Srebrny,Tak,21 437 km,,Tak,09 sierpień 2018,,5.0 l/100km,Tucson,5,,,PZL 23V5,147 g/km,,Używane,82 900,,1.6 GDI BlueDrive GO 2WD,,Tak,,Tak,Tak,Tak,5,Hyundai,7 l/100km,,,SUV
,,II (2003-2009),Manualna,2008,,1 794 cm3,,,Polska,,Prywatne,Benzyna,,,Metalik,129 KM,,,Na przednie koła,,Granatowy,Tak,273 000 km,,Tak,09 maj 2008,,5.0 l/100km,Avensis,4,,,GSL66685,171 g/km,,Używane,17 900,,1.8 VVT-i Luna,,Tak,,Tak,,,5,Toyota,9 l/100km,,,Sedan
,,III (2015-2023),Automatyczna,2020,,1 968 cm3,,,,,Prywatne,Diesel,,,,200 KM,,,,,Czarny,,240 000 km,,,,,,Superb,5,,,,,,Używane,110 000,,Combi 2.0 TDI DSG L&K,,,,Tak,,,,Skoda,,,,Kombi
,,G30/G31 (2017-2023),Automatyczna,2020,,1 995 cm3,,,Francja,,Prywatne,Diesel,,,Metalik,190 KM,,,Na tylne koła,,Granatowy,Tak,107 740 km,,Tak,16 grudzień 2019,,,Seria 5,5,,,PKL55630,,,Używane,123 900,,520d mHEV,,Tak,,Tak,,Tak,5,BMW,,,,Kombi
,,C8 (2018-),Automatyczna,2019,,1 968 cm3,,,Polska,,Firma,Diesel,,,Metalik,204 KM,,,Na przednie koła,,Czarny,Tak,68 726 km,Tak,,21 luty 2019,,,A6,5,,Tak,,,,Używane,139 900,,40 TDI mHEV S tronic,,Tak,,Tak,Tak,Tak,5,Audi,5 l/100km,,,Kombi
,,G14/G15/G16 (2018-),Automatyczna,2021,,2 998 cm3,,,Polska,,Firma,Benzyna,,,,333 KM,,,4x4 (stały),,Szary,Tak,33 500 km,Tak,Tak,11 luty 2021,,,Seria 8,2,,Tak,PO8TA88,,,Używane,355 000,,840i xDrive,,Tak,,Tak,Tak,Tak,4,BMW,9 l/100km,,,Coupe
,,B8 (2014-2023),Automatyczna,2015,,1 968 cm3,,,Niemcy,,Firma,Diesel,,,Metalik,240 KM,,,4x4 (dołączany automatycznie),,Szary,Tak,207 000 km,Tak,Tak,17 lipiec 2015,,,Passat,5,Tak,,POZDRAWIAMY,167 g/km,,Używane,74 900,,2.0 TDI Bi-Turbo BMT 4Mot Highline DSG,,Tak,,Tak,Tak,Tak,5,Volkswagen,6 l/100km,,,Kombi
,,III (2008-),Manualna,2008,,1 997 cm3,,,Francja,,Prywatne,Diesel,,,Metalik,136 KM,,,Na przednie koła,,Granatowy,Tak,280 000 km,,,,,,C5,4,,,,,,Używane,18 500,,2.0 HDi Confort,,Tak,,Tak,,,5,Citroën,7 l/100km,,,Sedan
